state_abb,state,election_date,partyname_gerda,partyname_short,vshare_opt1,vshare_opt2,vshare_opt3,party_vshare
BY,09,2008-09-28,violetten,Violetten,,,,
BY,09,2008-09-28,other,,,,,
BY,09,2008-09-28,buendnis_21_rrp,Bündnis21/RRP,,,,
BY,09,2008-09-28,buerger_block_e_v_bb,Bürgerblock,,,,
BY,09,2013-09-15,bayernpartei_bp,BP,,,,
BY,09,2013-09-15,buergerrechtspartei_fuer_mehr_freiheit_und_demokratie_die_freiheit,DieFreiheit,,,,
BY,09,2013-09-15,bueso,BÜSO,,,,
BY,09,2013-09-15,csu,CSU,,,,
BY,09,2013-09-15,die_republikaner_rep,Rep,,,,
BY,09,2013-09-15,fdp,FDP,,,,
BY,09,2013-09-15,freie_wahler,FW-BY,,,,
BY,09,2013-09-15,gruene,Grüne,,,,
BY,09,2013-09-15,linke_pds,Linke,,,,
BY,09,2013-09-15,odp,ÖDP,,,,
BY,09,2013-09-15,piraten,Piraten,,,,
BY,09,2013-09-15,spd,SPD,,,,
BY,09,2013-09-15,other,,,,,
BY,09,2013-09-15,die_heimat_heimat,NPD,,,,
BY,09,2013-09-15,frauenliste_bayern_e_v,FrauenlisteBayern,,,,
BY,09,2013-09-15,partei_fuer_franken_die_franken,DieFranken,,,,
BY,09,2018-10-14,csu,CSU,0.419261089964186,0.3719996399490532,0.3719996399490532,0.3719996399490532
BY,09,2018-10-14,gruene,Grüne,0.1316277681760237,0.1763656926295787,0.1763656926295787,0.1763656926295787
BY,09,2018-10-14,freie_wahler,FW-BY,0.14153380363352427,0.11594702061158974,0.11594702061158974,0.11594702061158974
BY,09,2018-10-14,afd,AfD,0.10893852103598008,0.10236991519266816,0.10236991519266816,0.10236991519266816
BY,09,2018-10-14,spd,SPD,0.07968393826411686,0.09650589133730247,0.09650589133730247,0.09650589133730247
BY,09,2018-10-14,fdp,FDP,0.04001948695284013,0.05090393503100353,0.05090393503100353,0.05090393503100353
BY,09,2018-10-14,linke_pds,Linke,0.02400205027620579,0.03228132452451933,0.03228132452451933,0.03228132452451933
BY,09,2018-10-14,bp,BP,0.02078951962153573,0.01708332636060222,0.01708332636060222,
BY,09,2018-10-14,odp,ÖDP,0.01619781691613895,0.01562513477029833,0.01562513477029833,0.01562513477029833
BY,09,2018-10-14,piraten,Piraten,0.00328673478412468,0.00436019927242284,0.00436019927242284,0.00436019927242284
BY,09,2018-10-14,die_partei,DiePartei,0.00347067839157968,0.00435658696767436,0.00435658696767436,0.00435658696767436
BY,09,2018-10-14,mut,mut,0.00282671354296894,0.00335354577567867,0.00335354577567867,
BY,09,2018-10-14,tierschutz,Die Tierschutzpartei,0.00261847856303021,0.00301494749588768,0.00301494749588768,
BY,09,2018-10-14,v_partei3,VPartei3,0.00230550212211074,0.00254402090949429,0.00254402090949429,
BY,09,2018-10-14,franken,DieFranken,0.0027054245414303,0.00231873104599739,0.00231873104599739,
BY,09,2018-10-14,gesundheitsforschung,Gesundheitsforschung,5.062770760829306e-4,5.713339143000603e-4,5.713339143000603e-4,5.713339143000603e-4
BY,09,2018-10-14,die_humanisten,Die Humanisten,1.2331701158687665e-4,2.5013367370581996e-4,2.5013367370581996e-4,
BY,09,2018-10-14,lkr,LKR,1.0287912653412668e-4,1.4862053822308665e-4,1.4862053822308665e-4,
BY,09,2018-10-14,other,,0,0,0,
BY,09,2023-10-08,csu,CSU,0.39195810670198294,0.37042622102029304,0.37042622102029304,0.37042622102029304
BY,09,2023-10-08,freie_wahler,FW-BY,0.20145186677516183,0.1584218124280774,0.1584218124280774,
BY,09,2023-10-08,afd,AfD,0.1620983718708925,0.14645778811024293,0.14645778811024293,0.14645778811024293
BY,09,2023-10-08,gruene,Grüne,0.09701852483851496,0.14442905670505612,0.14442905670505612,0.14442905670505612
BY,09,2023-10-08,spd,SPD,0.06557567309175538,0.0835179154334552,0.0835179154334552,0.0835179154334552
BY,09,2023-10-08,fdp,FDP,0.02278431953622502,0.0303018966112791,0.0303018966112791,0.0303018966112791
BY,09,2023-10-08,odp,ÖDP,0.01787736624899927,0.01795357741268584,0.01795357741268584,0.01795357741268584
BY,09,2023-10-08,linke_pds,Linke,0.01082767268509279,0.01470687503468464,0.01470687503468464,0.01470687503468464
BY,09,2023-10-08,bp,BP,0.01125236384879076,0.00947961538591069,0.00947961538591069,
BY,09,2023-10-08,diebasis,dieBasis,0.00888707048559476,0.00874814460030184,0.00874814460030184,0.00874814460030184
BY,09,2023-10-08,tierschutz,Die Tierschutzpartei,0.0037431023195119,0.00510967961857799,0.00510967961857799,
BY,09,2023-10-08,die_partei,DiePartei,0.00314403101473602,0.00469690489239816,0.00469690489239816,0.00469690489239816
BY,09,2023-10-08,volt,Volt,0.00136712316759485,0.00305254158094037,0.00305254158094037,0.00305254158094037
BY,09,2023-10-08,v_partei3,VPartei3,0.00146388328673004,0.00167108604559323,0.00167108604559323,
BY,09,2023-10-08,pdh,Die Humanisten,5.505241284169765e-4,0.00102688512050342,0.00102688512050342,
BY,09,2023-10-08,other,,0,0,0,
HB,04,1946-10-13,bdv,FDP,,,,
HB,04,1946-10-13,cdu,CDU,,,,
HB,04,1946-10-13,kpd,KPD (1919),,,,
HB,04,1946-10-13,spd,SPD,,,,
HB,04,1946-10-13,unabhangige,Wgr./Einzelbew.,,,,
HB,04,1946-10-13,other,,,,,
HB,04,1947-10-12,bdv,BDV,,,,
HB,04,1947-10-12,cdu,CDU,,,,
HB,04,1947-10-12,dp,DP,,,,
HB,04,1947-10-12,fdp,FDP,,,,
HB,04,1947-10-12,kpd,KPD,,,,
HB,04,1947-10-12,rsf,Humanwirtschaft,,,,
HB,04,1947-10-12,spd,SPD,,,,
HB,04,1947-10-12,unabhangige,,,,,
HB,04,1947-10-12,other,,,,,
HB,04,1951-10-07,bhe,GB/BHE,,,,
HB,04,1951-10-07,cdu,CDU,,,,
HB,04,1951-10-07,dp,DP,,,,
HB,04,1951-10-07,fdp,FDP,,,,
HB,04,1951-10-07,fsu,Humanwirtschaft,,,,
HB,04,1951-10-07,kpd,KPD (1919),,,,
HB,04,1951-10-07,spd,SPD,,,,
HB,04,1951-10-07,srp,SRP,,,,
HB,04,1951-10-07,wahlergemeinschaft,,,,,
HB,04,1951-10-07,other,,,,,
HB,04,1955-10-09,cdu,CDU,,,,
HB,04,1955-10-09,dp,DP,,,,
HB,04,1955-10-09,fdp,FDP,,,,
HB,04,1955-10-09,kpd,KPD (1919),,,,
HB,04,1955-10-09,spd,SPD,,,,
HB,04,1955-10-09,other,,,,,
HB,04,1959-10-11,cdu,CDU,,,,
HB,04,1959-10-11,dp,DP,,,,
HB,04,1959-10-11,drp,DRP,,,,
HB,04,1959-10-11,fdp,FDP,,,,
HB,04,1959-10-11,spd,SPD,,,,
HB,04,1959-10-11,other,,,,,
HB,04,1963-09-29,cdu,CDU,,,,
HB,04,1963-09-29,dfu,DFU,,,,
HB,04,1963-09-29,dp,DP,,,,
HB,04,1963-09-29,fdp,FDP,,,,
HB,04,1963-09-29,spd,SPD,,,,
HB,04,1963-09-29,other,,,,,
HB,04,1963-09-29,gdp,GDP,,,,
HB,04,1967-10-01,cdu,CDU,,,,
HB,04,1967-10-01,dfu,DFU,,,,
HB,04,1967-10-01,dp,DP,,,,
HB,04,1967-10-01,fdp,FDP,,,,
HB,04,1967-10-01,npd,NPD,,,,
HB,04,1967-10-01,spd,SPD,,,,
HB,04,1967-10-01,other,,,,,
HB,04,1971-10-10,cdu,CDU,,,,
HB,04,1971-10-10,dkp,DKP,,,,
HB,04,1971-10-10,fdp,FDP,,,,
HB,04,1971-10-10,npd,NPD,,,,
HB,04,1971-10-10,spd,SPD,,,,
HB,04,1971-10-10,other,,,,,
HB,04,1975-10-12,cdu,CDU,,,,
HB,04,1975-10-12,dkp,DKP,,,,
HB,04,1975-10-12,fdp,FDP,,,,
HB,04,1975-10-12,npd,NPD,,,,
HB,04,1975-10-12,spd,SPD,,,,
HB,04,1975-10-12,other,,,,,
HB,04,1979-10-07,cdu,CDU,,,,
HB,04,1979-10-07,dkp,DKP,,,,
HB,04,1979-10-07,fdp,FDP,,,,
HB,04,1979-10-07,gruene,Grüne,,,,
HB,04,1979-10-07,spd,SPD,,,,
HB,04,1979-10-07,other,,,,,
HB,04,1983-09-25,cdu,CDU,,,,
HB,04,1983-09-25,fdp,FDP,,,,
HB,04,1983-09-25,gruene,Grüne,,,,
HB,04,1983-09-25,spd,SPD,,,,
HB,04,1983-09-25,other,,,,,
HB,04,1987-09-13,cdu,CDU,,,,
HB,04,1987-09-13,fdp,FDP,,,,
HB,04,1987-09-13,gruene,Grüne,,,,
HB,04,1987-09-13,liste_d,DVU,,,,
HB,04,1987-09-13,spd,SPD,,,,
HB,04,1987-09-13,other,,,,,
HB,04,1991-09-29,cdu,CDU,,,,
HB,04,1991-09-29,dvu,DVU,,,,
HB,04,1991-09-29,fdp,FDP,,,,
HB,04,1991-09-29,gruene,Grüne,,,,
HB,04,1991-09-29,rep,Rep,,,,
HB,04,1991-09-29,spd,SPD,,,,
HB,04,1991-09-29,other,,,,,
HB,04,1995-05-14,afb,AFB,,,,
HB,04,1995-05-14,cdu,CDU,,,,
HB,04,1995-05-14,dvu,DVU,,,,
HB,04,1995-05-14,fdp,FDP,,,,
HB,04,1995-05-14,gruene,Grüne,,,,
HB,04,1995-05-14,spd,SPD,,,,
HB,04,1995-05-14,other,,,,,
HB,04,1999-06-06,spd,SPD,0.42120814654013694,0.42522825809742415,0.42522825809742415,0.42555420813422606
HB,04,1999-06-06,cdu,CDU,0.35912849233662214,0.37099039360707303,0.37099039360707303,0.3711897653998234
HB,04,1999-06-06,gruene,Grüne,0.08434678053130046,0.08904871206324917,0.08904871206324917,0.08917486284357813
HB,04,1999-06-06,other,,0.0778877616389482,0.06049137124883108,0.06049137124883108,
HB,04,1999-06-06,linke_pds,Linke,0.02365690637544962,0.0287681713848508,0.0287681713848508,0.0289187917180538
HB,04,1999-06-06,fdp,FDP,0.03377191257754263,0.02547309359857179,0.02547309359857179,0.02517082286982421
HB,04,2003-05-25,spd,SPD,0.3984009250689019,0.4186052648941083,0.4186052648941083,0.4232158647683418
HB,04,2003-05-25,cdu,CDU,0.31028497674034816,0.30504057531173717,0.30504057531173717,0.29756380112830144
HB,04,2003-05-25,gruene,Grüne,0.11097601308360786,0.126416837104968,0.126416837104968,0.12801354510121124
HB,04,2003-05-25,other,,0.1174333988204146,0.09050933562050538,0.09050933562050538,
HB,04,2003-05-25,fdp,FDP,0.04885216045517142,0.04314178267467176,0.04314178267467176,0.04213650665259146
HB,04,2003-05-25,linke_pds,Linke,0.01405252583155604,0.01628620439400937,0.01628620439400937,0.01674286928566042
HB,04,2007-05-13,spd,SPD,0.36012722191980534,0.3674236111614292,0.3674236111614292,0.3672375786756388
HB,04,2007-05-13,cdu,CDU,0.2546257141680511,0.25661722616313193,0.25661722616313193,0.2564318241146271
HB,04,2007-05-13,gruene,Grüne,0.14663270154683933,0.164928882480382,0.164928882480382,0.16493966992487746
HB,04,2007-05-13,linke_pds,Linke,0.07827157233548773,0.08439906963937657,0.08439906963937657,0.08441134669489805
HB,04,2007-05-13,other,,0.08918409153445722,0.06686423545949235,0.06686423545949235,
HB,04,2007-05-13,fdp,FDP,0.0711586984953593,0.05976697509618799,0.05976697509618799,0.05977173187922383
HB,04,2011-05-22,spd,SPD,0.368,0.385604412096032,0.385604412096032,0.3859518617945477
HB,04,2011-05-22,gruene,Grüne,0.222,0.2248167059353651,0.2248167059353651,0.22453268975946172
HB,04,2011-05-22,cdu,CDU,0.2025,0.2035562647257619,0.2035562647257619,0.20352234497137903
HB,04,2011-05-22,other,,0.07799999999999996,0.06954988219390458,0.06954988219390458,
HB,04,2011-05-22,linke_pds,Linke,0.052,0.05622505890304769,0.05622505890304769,0.05633995364129667
HB,04,2011-05-22,biw,BIW,0.051,0.03691647032317439,0.03691647032317439,
HB,04,2011-05-22,fdp,FDP,0.0265,0.02333120582271423,0.02333120582271423,0.02381019662352837
HB,04,2015-05-10,spd,SPD,0.3330427217597512,0.3282478225740188,0.3282478225740188,0.3282478225740188
HB,04,2015-05-10,cdu,CDU,0.2303346574623573,0.2241867177015146,0.2241867177015146,0.2241867177015146
HB,04,2015-05-10,gruene,Grüne,0.13464888183556947,0.1513302497877352,0.1513302497877352,0.1513302497877352
HB,04,2015-05-10,linke_pds,Linke,0.08489333137391045,0.0954207293692312,0.0954207293692312,0.0954207293692312
HB,04,2015-05-10,other,,0.10316464799193312,0.08002725206102271,0.08002725206102271,
HB,04,2015-05-10,fdp,FDP,0.06109379654803837,0.06569424283092766,0.06569424283092766,0.06569424283092766
HB,04,2015-05-10,afd,AfD,0.05282196302844014,0.05509298567554983,0.05509298567554983,0.05509298567554983
HB,04,2019-05-26,cdu,CDU,0.2516075530253118,0.26655828557351924,0.26655828557351924,0.26655828557351924
HB,04,2019-05-26,spd,SPD,0.24956786328407937,0.24931847845466432,0.24931847845466432,0.24931847845466432
HB,04,2019-05-26,gruene,Grüne,0.17091398394148974,0.1743313739447134,0.1743313739447134,0.1743313739447134
HB,04,2019-05-26,linke_pds,Linke,0.10131554460136936,0.11322036112816145,0.11322036112816145,0.11322036112816145
HB,04,2019-05-26,other,,0.09427180735462128,0.07587856055028015,0.07587856055028015,
HB,04,2019-05-26,afd,AfD,0.07359895734434309,0.06120356092455559,0.06120356092455559,0.06120356092455559
HB,04,2019-05-26,fdp,FDP,0.05872429044878541,0.05948937942410579,0.05948937942410579,0.05948937942410579
HB,04,2023-05-14,spd,SPD,0.294409505993388,0.2979726372489137,0.2979726372489137,0.2979726372489137
HB,04,2023-05-14,cdu,CDU,0.2414969613237096,0.2621868047357877,0.2621868047357877,0.2621868047357877
HB,04,2023-05-14,gruene,Grüne,0.12457332857726042,0.11888760890824332,0.11888760890824332,0.11888760890824332
HB,04,2023-05-14,linke_pds,Linke,0.08869974866955078,0.10892881443902562,0.10892881443902562,0.10892881443902562
HB,04,2023-05-14,biw,BIW,0.15057497508492534,0.09391110745402356,0.09391110745402356,
HB,04,2023-05-14,fdp,FDP,0.05140045386482456,0.05075923247578146,0.05075923247578146,0.05075923247578146
HB,04,2023-05-14,volt,Volt,0.02261104417743773,0.01965965877263218,0.01965965877263218,0.01965965877263218
HB,04,2023-05-14,tierschutz,Die Tierschutzpartei,0.01257493639278863,0.01093354896084208,0.01093354896084208,
HB,04,2023-05-14,die_partei,DiePartei,0.01096701160763359,0.00953550416644249,0.00953550416644249,0.00953550416644249
HB,04,2023-05-14,diebasis,dieBasis,0.00908882442225724,0.00790247391424059,0.00790247391424059,0.00790247391424059
HB,04,2023-05-14,mera25,MERA25,0.00719971754394266,0.00625994930010728,0.00625994930010728,
HB,04,2023-05-14,odp,ÖDP,0.00698848775901274,0.00435000015823936,0.00435000015823936,0.00435000015823936
HB,04,2023-05-14,gfa,GFA,0.0048692730760411,0.00423369422457963,0.00423369422457963,
HB,04,2023-05-14,piraten,Piraten,0.01323828920570264,0.00172797387151596,0.00172797387151596,0.00172797387151596
HB,04,2023-05-14,mlpd,MLPD,0.00181357900215845,0.00157685527744107,0.00157685527744107,
HB,04,2023-05-14,verjuengungsforschung,Gesundheitsforschung,0.001350402026695,0.00117413609218392,0.00117413609218392,
HB,04,2023-05-14,other,,0,0,0,
HE,06,1946-12-01,spd,SPD,0.43728596147716886,0.4271630668888798,0.42714793736248097,0.4271381419520961
HE,06,1946-12-01,cdu,CDU,0.3298523179587376,0.3095467126006515,0.30953574888322605,0.3095325676592593
HE,06,1946-12-01,ldp,FDP,0.1462120932596319,0.15670436087011097,0.1566988106178809,
HE,06,1946-12-01,kpd,KPD (1919),0.08664962730446167,0.10658585964035776,0.10658208451628418,
HE,06,1946-12-01,other,,0,0,0,
HE,06,1950-11-19,spd,SPD,0.42522575659083345,0.4436679637423849,0.4436679637423849,0.4436679637423849
HE,06,1950-11-19,fdp,FDP,0.3263231934117915,0.3180504211849578,0.3180504211849578,0.3180504211849578
HE,06,1950-11-19,cdu,CDU,0.2027335683465996,0.18807759981027364,0.18807759981027364,0.18807759981027364
HE,06,1950-11-19,kpd,KPD (1919),0.04183295028735302,0.04747372759897293,0.04747372759897293,
HE,06,1950-11-19,ndp_drp,DRP,0.00204218099061028,0.00107450379155598,0.00107450379155598,
HE,06,1950-11-19,hb_u_lvp,HBuLVP,9.473034594710424e-4,6.585319868812217e-4,6.585319868812217e-4,
HE,06,1950-11-19,dr_stock,,8.811042145481036e-4,5.839811959135362e-4,5.839811959135362e-4,
HE,06,1950-11-19,bve,BVE,1.3942698792954714e-5,4.132706890599955e-4,4.132706890599955e-4,
HE,06,1950-11-19,other,,0,0,0,
HE,06,1954-11-28,spd,SPD,0.4186628777636563,0.42607624197758504,0.42607624197758504,0.42607624197758504
HE,06,1954-11-28,cdu,CDU,0.23105045629067963,0.24135350279637607,0.24135350279637607,0.24135350279637607
HE,06,1954-11-28,fdp,FDP,0.2124970428031571,0.20526387963249113,0.20526387963249113,0.20526387963249113
HE,06,1954-11-28,gb_bhe,GB/BHE,0.09633168619335689,0.0769168339481536,0.0769168339481536,
HE,06,1954-11-28,kpd,KPD (1919),0.02834149306784803,0.03358809694103762,0.03358809694103762,
HE,06,1954-11-28,dp,DP,0.00858607044506077,0.01171763338108235,0.01171763338108235,
HE,06,1954-11-28,bdd,BDD,0.00438232380270234,0.00481634751584493,0.00481634751584493,
HE,06,1954-11-28,freie_opposition,FO,7.2912061463746094e-6,1.6631531224300586e-4,1.6631531224300586e-4,
HE,06,1954-11-28,karl_faist_parteilos,,1.4075842739254513e-4,1.0114849518625116e-4,1.0114849518625116e-4,
HE,06,1954-11-28,other,,0,0,0,
HE,06,1958-11-23,spd,SPD,0.4481550944761665,0.4789379680254311,0.16645816382590248,0.46903115848734384
HE,06,1958-11-23,cdu,CDU,0.36315152620078583,0.3397912422234724,0.11809676835150884,0.32007850084495854
HE,06,1958-11-23,fdp,FDP,0.10027590573701282,0.1053631413074944,0.03661967980797742,0.09503553154176556
HE,06,1958-11-23,gb_bhe,GB/BHE,0.04856040741433855,0.04155710797834862,0.01444345687711975,
HE,06,1958-11-23,dp,DP,0.03246406684104028,0.02592266895342549,0.0090096007490156,
HE,06,1958-11-23,drp,DRP,0.00604220733738175,0.00792208998104684,0.00275337651208854,
HE,06,1958-11-23,dg,DG,8.395008929596762e-4,2.3158895145917424e-4,8.049032274721065e-5,
HE,06,1958-11-23,unabhangige,,1.192600229418623e-4,1.6604490859337023e-4,5.771004272441518e-5,
HE,06,1958-11-23,dg_oder_dvp,DVP (1957),3.92031077372679e-4,1.0814767072857666e-4,3.758746203761252e-5,
HE,06,1958-11-23,dvp,,0,0,0,
HE,06,1958-11-23,other,,0,0,0,
HE,06,1962-11-11,spd,SPD,0.4859537004732072,0.5110041811527188,0.173303049184941,0.5084281988453442
HE,06,1962-11-11,cdu,CDU,0.3297859920293542,0.3073309395236908,0.10422887109882688,0.2883927999171724
HE,06,1962-11-11,fdp,FDP,0.1052185123269394,0.10673737015670096,0.03619913963993518,0.11445034005194928
HE,06,1962-11-11,gdpbhe,GDP,0.04598203999702469,0.04064742449267599,0.01378525434019909,
HE,06,1962-11-11,dfu,DFU,0.03217650602699242,0.03360689560313603,0.01139751433838629,
HE,06,1962-11-11,fsp,FSP,3.9264761223721794e-4,5.378803042993522e-4,1.8241787497966287e-4,
HE,06,1962-11-11,dg,DG,4.90601534244798e-4,1.3530876677800754e-4,4.588890410091312e-5,
HE,06,1962-11-11,other,,0,0,0,
HE,06,1966-11-06,spd,SPD,0.5079635762087571,0.5100485105386732,0.5100485105386732,0.5100485105386732
HE,06,1966-11-06,cdu,CDU,0.25840787369891094,0.26361589357600507,0.26361589357600507,0.26361589357600507
HE,06,1966-11-06,fdp,FDP,0.10482800905934624,0.10397176719892574,0.10397176719892574,0.10397176719892574
HE,06,1966-11-06,npd,NPD,0.07868813076078207,0.07945656313955878,0.07945656313955878,0.07945656313955878
HE,06,1966-11-06,gpdbhe,GDP,0.05011241027220368,0.04290726554683723,0.04290726554683723,
HE,06,1966-11-06,other,,0,0,0,
HE,06,1970-11-08,spd,SPD,0.4720583794492106,0.460067532428428,0.460067532428428,0.4590342018756032
HE,06,1970-11-08,cdu,CDU,0.4066053727941396,0.3962108658675842,0.3962108658675842,0.3973666821990849
HE,06,1970-11-08,fdp,FDP,0.07663435588174858,0.1002379050219266,0.1002379050219266,0.10066471110975309
HE,06,1970-11-08,npd,NPD,0.03463303023948912,0.03050447057868621,0.03050447057868621,0.03008801279260147
HE,06,1970-11-08,dkp,DKP,0.0097500231739243,0.0118000105386459,0.0118000105386459,
HE,06,1970-11-08,ep,EFP,3.188384614878471e-4,0.00117921556472905,0.00117921556472905,
HE,06,1970-11-08,other,,0,0,0,
HE,06,1974-10-27,cdu,CDU,0.47573114700964536,0.4708695193901744,0.4708695193901744,0.4732489892955096
HE,06,1974-10-27,spd,SPD,0.4424598715213533,0.43411133897736054,0.43411133897736054,0.4315609115842522
HE,06,1974-10-27,fdp,FDP,0.06305103129004215,0.07348122662599775,0.07348122662599775,0.07389936912228132
HE,06,1974-10-27,npd,NPD,0.0104073426092804,0.01039744587381357,0.01039744587381357,0.01012654701246277
HE,06,1974-10-27,dkp,DKP,0.00749669484600596,0.00880046637396842,0.00880046637396842,
HE,06,1974-10-27,kpd,KPD (1970),6.595630217754563e-4,0.00131395400282635,0.00131395400282635,
HE,06,1974-10-27,kbw,KBW,9.258680260232928e-5,8.816081573803941e-4,8.816081573803941e-4,
HE,06,1974-10-27,bdk,BDK,1.0029381209367772e-4,1.0735449886919926e-4,1.0735449886919926e-4,
HE,06,1974-10-27,staedtenot,,3.800075212661054e-7,1.8868366467919873e-5,1.8868366467919873e-5,
HE,06,1974-10-27,junge_buerger_im_landtag,,9.383870423422412e-7,1.0735449886919928e-5,1.0735449886919928e-5,
HE,06,1974-10-27,elc,BÜSO,1.5069263774345558e-7,7.482283254519949e-6,7.482283254519949e-6,
HE,06,1974-10-27,other,,0,0,0,
HE,06,1978-10-08,cdu,CDU,0.4632457259582308,0.4573660303313948,0.4573660303313948,0.460257139493311
HE,06,1978-10-08,spd,SPD,0.4548965552185328,0.4462495831654193,0.4462495831654193,0.4428768959794237
HE,06,1978-10-08,fdp,FDP,0.05704504046129944,0.06578583135806315,0.06578583135806315,0.0657453022480205
HE,06,1978-10-08,glh,Grüne,0.0070835041633347,0.01060272670972991,0.01060272670972991,
HE,06,1978-10-08,gaz,ÖDP,0.00719489004803051,0.00883303055156066,0.00883303055156066,
HE,06,1978-10-08,dkp,DKP,0.00326893897627407,0.00418701484639243,0.00418701484639243,
HE,06,1978-10-08,npd,NPD,0.00343622278088124,0.00377211154557756,0.00377211154557756,0.00365384767074879
HE,06,1978-10-08,freie_wahler,FW-HE,0.00321371236313971,0.00219007141873109,0.00219007141873109,
HE,06,1978-10-08,kbw,KBW,5.10323914411513e-4,7.589930049041635e-4,7.589930049041635e-4,
HE,06,1978-10-08,eap,BÜSO,4.021966721876969e-5,1.61261872543251e-4,1.61261872543251e-4,
HE,06,1978-10-08,glu,GLU (HE1978),5.484883670796032e-5,7.210111666604437e-5,7.210111666604437e-5,
HE,06,1978-10-08,g,G,9.688896926702077e-6,1.223143943441824e-5,1.223143943441824e-5,
HE,06,1978-10-08,unabhangige,,1.0678341297206905e-7,5.150079761860312e-6,5.150079761860312e-6,
HE,06,1978-10-08,avp,AVP,2.219315986839012e-7,3.862559821395234e-6,3.862559821395234e-6,
HE,06,1978-10-08,other,,0,0,0,
HE,06,1982-09-26,cdu,CDU,0.4584736488178823,0.456208972287637,0.456208972287637,0.456208972287637
HE,06,1982-09-26,spd,SPD,0.4412116440970936,0.4282017017492172,0.4282017017492172,0.4282017017492172
HE,06,1982-09-26,gruene,Grüne,0.0667707799937135,0.08034931826438547,0.08034931826438547,0.08034931826438547
HE,06,1982-09-26,fdp,FDP,0.02999912705271917,0.03084727050379267,0.03084727050379267,0.03084727050379267
HE,06,1982-09-26,dkp,DKP,0.00301140581406226,0.00364306030916813,0.00364306030916813,
HE,06,1982-09-26,eap,BÜSO,0.00120187858939818,6.859052954370417e-4,6.859052954370417e-4,
HE,06,1982-09-26,buerger_wehrt_euch,,0.00301060366126082,6.37715903624679e-5,6.37715903624679e-5,
HE,06,1982-09-26,other,,0,0,0,
HE,06,1983-09-25,spd,SPD,0.4774018826106584,0.46229785352236746,0.46229785352236746,0.46229785352236746
HE,06,1983-09-25,cdu,CDU,0.39477125452492623,0.3939981973132795,0.3939981973132795,0.3939981973132795
HE,06,1983-09-25,fdp,FDP,0.07426983067008475,0.07611505302691018,0.07611505302691018,0.07611505302691018
HE,06,1983-09-25,gruene,Grüne,0.04736737345941445,0.05940241024134721,0.05940241024134721,0.05940241024134721
HE,06,1983-09-25,ld,LD,0.00322422342749187,0.00401706891201246,0.00401706891201246,
HE,06,1983-09-25,dkp,DKP,0.00214892806689878,0.00257776494707979,0.00257776494707979,
HE,06,1983-09-25,ds,DS,0.00119730157496002,9.546948251746594e-4,9.546948251746594e-4,
HE,06,1983-09-25,eap,BÜSO,7.925541056467993e-4,3.6278996150691806e-4,3.6278996150691806e-4,
HE,06,1983-09-25,aar,AktionAusländerrueckfuehrung,0.00248422113956874,2.637933543636904e-4,2.637933543636904e-4,
HE,06,1983-09-25,bsa,PSG,1.07758952459829e-4,1.0373895958122655e-5,1.0373895958122655e-5,
HE,06,1983-09-25,other,,0,0,0,
HE,06,1987-04-05,cdu,CDU,0.41327748041915785,0.42116918348030175,0.42116918348030175,0.42116918348030175
HE,06,1987-04-05,spd,SPD,0.42797445464731176,0.40195775423278635,0.40195775423278635,0.40195775423278635
HE,06,1987-04-05,gruene,Grüne,0.07495933049201317,0.09398663038334122,0.09398663038334122,0.09398663038334122
HE,06,1987-04-05,fdp,FDP,0.07981799923786627,0.07821268000811304,0.07821268000811304,0.07821268000811304
HE,06,1987-04-05,dkp,DKP,0.00252401269889252,0.00276712672764325,0.00276712672764325,
HE,06,1987-04-05,odp,ÖDP,0.0012914380565454801,0.00139654181596917,0.00139654181596917,0.00139654181596917
HE,06,1987-04-05,frauen,DieFrauen,4.483617090125466e-5,3.030317664216657e-4,3.030317664216657e-4,
HE,06,1987-04-05,ungueltig,UngüLtiG,6.748980917901821e-6,7.364517032558409e-5,7.364517032558409e-5,
HE,06,1987-04-05,bunte,Bunte,1.781726508704634e-5,5.734664902402039e-5,5.734664902402039e-5,
HE,06,1987-04-05,muendige_buerger,MündigeBürger,4.414817880478828e-5,3.893535644262438e-5,3.893535644262438e-5,
HE,06,1987-04-05,oeko,Öko,4.173385250200699e-5,3.712440963133952e-5,3.712440963133952e-5,
HE,06,1987-04-05,other,,0,0,0,
HE,06,1991-01-20,spd,SPD,0.4363232005845805,0.40839034418959874,0.40839034418959874,0.40839034418959874
HE,06,1991-01-20,cdu,CDU,0.39807771803093833,0.40202233911240554,0.40202233911240554,0.40202233911240554
HE,06,1991-01-20,gruene,Grüne,0.0732250995926339,0.09367865239243908,0.09367865239243908,0.08812513614031124
HE,06,1991-01-20,fdp,FDP,0.0712812941117217,0.07399141879045552,0.07399141879045552,0.07399141879045552
HE,06,1991-01-20,rep,Rep,0.01561547494464897,0.01657886456963526,0.01657886456963526,0.01657886456963526
HE,06,1991-01-20,odp,ÖDP,0.0027687837109791,0.00294869829693512,0.00294869829693512,0.00294869829693512
HE,06,1991-01-20,pbc,BündnisC,0.00270842902449754,0.00238968264853076,0.00238968264853076,0.00238968264853076
HE,06,1991-01-20,other,,0,0,0,
HE,06,1995-02-19,cdu,CDU,0.3899215244363596,0.39155510594581594,0.39155510594581594,0.39155510594581594
HE,06,1995-02-19,spd,SPD,0.41158648732077224,0.3797471920358882,0.3797471920358882,0.3797471920358882
