"","state","election_date","partyname_short","polidoc_filename","polidoc_filename_2","agwatch_pdf_url","agwatch_election_manifesto"
"356","BW",2001-03-25,"Grüne","41113.003.2001.1.1",NA,NA,NA
"357","BW",2001-03-25,"Rep","41701.003.2001.1.1",NA,NA,NA
"358","RP",2001-03-25,"SPD","41320.011.2001.1.1",NA,NA,NA
"359","RP",2001-03-25,"CDU","41521.011.2001.1.1",NA,NA,NA
"360","RP",2001-03-25,"FDP","41420.011.2001.1.1",NA,NA,NA
"361","RP",2001-03-25,"Grüne","41113.011.2001.1.1",NA,NA,NA
"362","HH",2001-09-23,"SPD","41320.007.2001.1.1",NA,NA,NA
"363","HH",2001-09-23,"CDU","41521.007.2001.1.1",NA,NA,NA
"364","HH",2001-09-23,"Grüne","41113.007.2001.1.1",NA,NA,NA
"365","HH",2001-09-23,"FDP","41420.007.2001.1.1",NA,NA,NA
"366","BE",2001-10-21,"SPD","41320.002.2001.1.1",NA,NA,NA
"367","BE",2001-10-21,"CDU","41521.002.2001.1.1",NA,NA,NA
"368","BE",2001-10-21,"Linke","41221.002.2001.1.1",NA,NA,NA
"369","BE",2001-10-21,"FDP","41420.002.2001.1.1",NA,NA,NA
"370","BE",2001-10-21,"Grüne","41113.002.2001.1.1",NA,NA,NA
"371","ST",2002-04-21,"CDU","41521.015.2002.1.1",NA,NA,NA
"372","ST",2002-04-21,"Linke","41221.015.2002.1.1",NA,NA,NA
"373","ST",2002-04-21,"SPD","41320.015.2002.1.1",NA,NA,NA
"374","ST",2002-04-21,"FDP","41420.015.2002.1.1",NA,NA,NA
"375","ST",2002-04-21,"Grüne","41113.015.2002.1.1",NA,NA,NA
"376","MV",2002-09-22,"SPD","41320.008.2002.1.1",NA,NA,NA
"377","MV",2002-09-22,"CDU","41521.008.2002.1.1",NA,NA,NA
"378","MV",2002-09-22,"Linke","41221.008.2002.1.1",NA,NA,NA
"379","MV",2002-09-22,"FDP","41420.008.2002.1.1",NA,NA,NA
"380","MV",2002-09-22,"Grüne","41113.008.2002.1.1",NA,NA,NA
"381","HE",2003-02-02,"CDU","41521.006.2003.1.1",NA,NA,NA
"382","HE",2003-02-02,"SPD","41320.006.2003.1.1",NA,NA,NA
"383","HE",2003-02-02,"Grüne","41113.006.2003.1.1",NA,NA,NA
"384","HE",2003-02-02,"FDP","41420.006.2003.1.1",NA,NA,NA
"385","NI",2003-02-02,"CDU","41521.009.2003.1.1",NA,NA,NA
"386","NI",2003-02-02,"SPD","41320.009.2003.1.1",NA,NA,NA
"387","NI",2003-02-02,"FDP","41420.009.2003.1.1",NA,NA,NA
"388","NI",2003-02-02,"Grüne","41113.009.2003.1.1",NA,NA,NA
"389","HB",2003-05-25,"SPD","41320.005.2003.1.1",NA,NA,NA
"390","HB",2003-05-25,"CDU","41521.005.2003.1.1",NA,NA,NA
"391","HB",2003-05-25,"Grüne","41113.005.2003.1.1",NA,NA,NA
"392","HB",2003-05-25,"FDP","41420.005.2003.1.1",NA,NA,NA
"393","HB",2003-05-25,"DVU","41703.005.2003.1.1",NA,NA,NA
"394","BY",2003-09-21,"CSU","41523.004.2003.1.1",NA,NA,NA
"395","BY",2003-09-21,"SPD","41320.004.2003.1.1",NA,NA,NA
"396","BY",2003-09-21,"Grüne","41113.004.2003.1.1",NA,NA,NA
"397","BY",2003-09-21,"FW-BY","41440.004.2003.1.1",NA,NA,NA
"398","BY",2003-09-21,"FDP","41420.004.2003.1.1",NA,NA,NA
"399","HH",2004-02-29,"CDU","41521.007.2004.1.1",NA,NA,NA
"400","HH",2004-02-29,"SPD","41320.007.2004.1.1",NA,NA,NA
"401","HH",2004-02-29,"Grüne","41113.007.2004.1.1",NA,NA,NA
"402","HH",2004-02-29,"FDP","41420.007.2004.1.1",NA,NA,NA
"403","HH",2004-02-29,"PRO (Schill)","41704.007.2004.1.1",NA,NA,NA
"404","TH",2004-06-13,"CDU","41521.016.2004.1.1",NA,NA,NA
"405","TH",2004-06-13,"Linke","41221.016.2004.1.1",NA,NA,NA
"406","TH",2004-06-13,"SPD","41320.016.2004.1.1",NA,NA,NA
"407","TH",2004-06-13,"Grüne","41113.016.2004.1.1",NA,NA,NA
"408","TH",2004-06-13,"FDP","41420.016.2004.1.1",NA,NA,NA
"409","SL",2004-09-05,"CDU","41521.013.2004.1.1",NA,NA,NA
"410","SL",2004-09-05,"SPD","41320.013.2004.1.1",NA,NA,NA
"411","SL",2004-09-05,"Grüne","41113.013.2004.1.1",NA,NA,NA
"412","SL",2004-09-05,"FDP","41420.013.2004.1.1",NA,NA,NA
"413","BB",2004-09-19,"SPD","41320.001.2004.1.1",NA,NA,NA
"414","BB",2004-09-19,"Linke","41221.001.2004.1.1",NA,NA,NA
"415","BB",2004-09-19,"CDU","41521.001.2004.1.1",NA,NA,NA
"416","BB",2004-09-19,"DVU","41703.001.2004.1.1",NA,NA,NA
"417","BB",2004-09-19,"Grüne","41113.001.2004.1.1",NA,NA,NA
"418","BB",2004-09-19,"FDP","41420.001.2004.1.1",NA,NA,NA
"419","SN",2004-09-19,"CDU","41521.014.2004.1.1",NA,NA,NA
"420","SN",2004-09-19,"Linke","41221.014.2004.1.1",NA,NA,NA
"421","SN",2004-09-19,"SPD","41320.014.2004.1.1",NA,NA,NA
"422","SN",2004-09-19,"NPD","41702.014.2004.1.1",NA,NA,NA
"423","SN",2004-09-19,"FDP","41420.014.2004.1.1",NA,NA,NA
"424","SN",2004-09-19,"Grüne","41113.014.2004.1.1",NA,NA,NA
"425","SH",2005-02-20,"CDU","41521.012.2005.1.1",NA,NA,NA
"426","SH",2005-02-20,"SPD","41320.012.2005.1.1",NA,NA,NA
"427","SH",2005-02-20,"FDP","41420.012.2005.1.1",NA,NA,NA
"428","SH",2005-02-20,"Grüne","41113.012.2005.1.1",NA,NA,NA
"429","SH",2005-02-20,"SSW","41902.012.2005.1.1",NA,NA,NA
"430","SH",2005-02-20,"NPD","41702.012.2005.1.1",NA,NA,NA
"431","SH",2005-02-20,"Linke","41221.012.2005.1.1",NA,NA,NA
"432","NW",2005-05-22,"CDU","41521.010.2005.1.1",NA,NA,NA
"433","NW",2005-05-22,"SPD","41320.010.2005.1.1",NA,NA,NA
"434","NW",2005-05-22,"Grüne","41113.010.2005.1.1",NA,NA,NA
"435","NW",2005-05-22,"FDP","41420.010.2005.1.1",NA,NA,NA
"436","NW",2005-05-22,"WASG","41301.010.2005.1.1",NA,NA,NA
"437","BW",2006-03-26,"CDU","41521.003.2006.1.1",NA,NA,NA
"438","BW",2006-03-26,"SPD","41320.003.2006.1.1",NA,NA,NA
"439","BW",2006-03-26,"Grüne","41113.003.2006.1.1",NA,NA,NA
"440","BW",2006-03-26,"FDP","41420.003.2006.1.1",NA,NA,NA
"441","BW",2006-03-26,"Linke","41301.003.2006.1.1",NA,NA,NA
"442","RP",2006-03-26,"SPD","41320.011.2006.1.1",NA,NA,NA
"443","RP",2006-03-26,"CDU","41521.011.2006.1.1",NA,NA,NA
"444","RP",2006-03-26,"FDP","41420.011.2006.1.1",NA,NA,NA
"445","RP",2006-03-26,"Grüne","41113.011.2006.1.1",NA,NA,NA
"446","RP",2006-03-26,"Linke","41301.011.2006.1.1",NA,NA,NA
"447","RP",2006-03-26,"FW-RP","41440.011.2006.1.1",NA,NA,NA
"448","ST",2006-03-26,"CDU","41521.015.2006.1.1",NA,NA,NA
"449","ST",2006-03-26,"Linke","41222.015.2006.1.1",NA,NA,NA
"450","ST",2006-03-26,"SPD","41320.015.2006.1.1",NA,NA,NA
"451","ST",2006-03-26,"FDP","41420.015.2006.1.1",NA,NA,NA
"452","ST",2006-03-26,"Grüne","41113.015.2006.1.1",NA,NA,NA
"453","ST",2006-03-26,"FW-ST","41440.015.2006.1.1",NA,NA,NA
"454","BE",2006-09-17,"SPD","41320.002.2006.1.1",NA,NA,NA
"455","BE",2006-09-17,"CDU","41521.002.2006.1.1",NA,NA,NA
"456","BE",2006-09-17,"Linke","41222.002.2006.1.1",NA,NA,NA
"457","BE",2006-09-17,"Grüne","41113.002.2006.1.1",NA,NA,NA
"458","BE",2006-09-17,"FDP","41420.002.2006.1.1",NA,NA,NA
"459","BE",2006-09-17,"WASG","41301.002.2006.1.1",NA,NA,NA
"460","MV",2006-09-17,"SPD","41320.008.2006.1.1",NA,NA,NA
"461","MV",2006-09-17,"CDU","41521.008.2006.1.1",NA,NA,NA
"462","MV",2006-09-17,"Linke","41222.008.2006.1.1",NA,NA,NA
"463","MV",2006-09-17,"FDP","41420.008.2006.1.1",NA,NA,NA
"464","MV",2006-09-17,"NPD","41702.008.2006.1.1",NA,NA,NA
"465","MV",2006-09-17,"Grüne","41113.008.2006.1.1",NA,NA,NA
"466","MV",2006-09-17,"WASG","41301.008.2006.1.1",NA,NA,NA
"467","HB",2007-05-13,"SPD","41320.005.2007.1.1",NA,NA,NA
"468","HB",2007-05-13,"CDU","41521.005.2007.1.1",NA,NA,NA
"469","HB",2007-05-13,"Grüne","41113.005.2007.1.1",NA,NA,NA
"470","HB",2007-05-13,"Linke","41222.005.2007.1.1",NA,NA,NA
"471","HB",2007-05-13,"FDP","41420.005.2007.1.1",NA,NA,NA
"472","HB",2007-05-13,"BIW","41705.005.2007.1.1",NA,NA,NA
"473","HE",2008-01-27,"CDU","41521.006.2008.1.1",NA,NA,NA
"474","HE",2008-01-27,"SPD","41320.006.2008.1.1",NA,NA,NA
"475","HE",2008-01-27,"FDP","41420.006.2008.1.1",NA,NA,NA
"476","HE",2008-01-27,"Grüne","41113.006.2008.1.1",NA,NA,NA
"477","HE",2008-01-27,"Linke","41223.006.2008.1.1",NA,NA,NA
"478","NI",2008-01-27,"CDU","41521.009.2008.1.1",NA,NA,NA
"479","NI",2008-01-27,"SPD","41320.009.2008.1.1",NA,NA,NA
"480","NI",2008-01-27,"FDP","41420.009.2008.1.1",NA,NA,NA
"481","NI",2008-01-27,"Grüne","41113.009.2008.1.1",NA,NA,NA
"482","NI",2008-01-27,"Linke","41223.009.2008.1.1",NA,NA,NA
"483","HH",2008-02-24,"CDU","41521.007.2008.1.1",NA,NA,NA
"484","HH",2008-02-24,"SPD","41320.007.2008.1.1",NA,NA,NA
"485","HH",2008-02-24,"Grüne","41113.007.2008.1.1",NA,NA,NA
"486","HH",2008-02-24,"Linke","41223.007.2008.1.1",NA,NA,NA
"487","HH",2008-02-24,"FDP","41420.007.2008.1.1",NA,NA,NA
"488","BY",2008-09-28,"CSU","41523.004.2008.1.1",NA,NA,NA
"489","BY",2008-09-28,"SPD","41320.004.2008.1.1",NA,NA,NA
"490","BY",2008-09-28,"FW-BY","41440.004.2008.1.1",NA,NA,NA
"491","BY",2008-09-28,"Grüne","41113.004.2008.1.1",NA,NA,NA
"492","BY",2008-09-28,"FDP","41420.004.2008.1.1",NA,NA,NA
"493","BY",2008-09-28,"Linke","41223.004.2008.1.1",NA,NA,NA
"494","HE",2009-01-18,"CDU","41521.006.2009.1.1",NA,NA,NA
"495","HE",2009-01-18,"SPD","41320.006.2009.1.1",NA,NA,NA
"496","HE",2009-01-18,"FDP","41420.006.2009.1.1",NA,NA,NA
"497","HE",2009-01-18,"Grüne","41113.006.2009.1.1",NA,NA,NA
"498","HE",2009-01-18,"Linke","41223.006.2009.1.1",NA,NA,NA
"499","SL",2009-08-30,"CDU","41521.013.2009.1.1",NA,NA,NA
"500","SL",2009-08-30,"SPD","41320.013.2009.1.1",NA,NA,NA
"501","SL",2009-08-30,"Linke","41223.013.2009.1.1",NA,NA,NA
"502","SL",2009-08-30,"FDP","41420.013.2009.1.1",NA,NA,NA
"503","SL",2009-08-30,"Grüne","41113.013.2009.1.1",NA,NA,NA
"504","SN",2009-08-30,"CDU","41521.014.2009.1.1",NA,NA,NA
"505","SN",2009-08-30,"Linke","41223.014.2009.1.1",NA,NA,NA
"506","SN",2009-08-30,"SPD","41320.014.2009.1.1",NA,NA,NA
"507","SN",2009-08-30,"FDP","41420.014.2009.1.1",NA,NA,NA
"508","SN",2009-08-30,"Grüne","41113.014.2009.1.1",NA,NA,NA
"509","SN",2009-08-30,"NPD","41702.014.2009.1.1",NA,NA,NA
"510","TH",2009-08-30,"CDU","41521.016.2009.1.1",NA,NA,NA
"511","TH",2009-08-30,"Linke","41223.016.2009.1.1",NA,NA,NA
"512","TH",2009-08-30,"SPD","41320.016.2009.1.1",NA,NA,NA
"513","TH",2009-08-30,"FDP","41420.016.2009.1.1",NA,NA,NA
"514","TH",2009-08-30,"Grüne","41113.016.2009.1.1",NA,NA,NA
"515","BB",2009-09-27,"SPD","41320.001.2009.1.1",NA,NA,NA
"516","BB",2009-09-27,"Linke","41223.001.2009.1.1",NA,NA,NA
"517","BB",2009-09-27,"CDU","41521.001.2009.1.1",NA,NA,NA
"518","BB",2009-09-27,"FDP","41420.001.2009.1.1",NA,NA,NA
"519","BB",2009-09-27,"Grüne","41113.001.2009.1.1",NA,NA,NA
"520","SH",2009-09-27,"CDU","41521.012.2009.1.1",NA,NA,NA
"521","SH",2009-09-27,"SPD","41320.012.2009.1.1",NA,NA,NA
"522","SH",2009-09-27,"FDP","41420.012.2009.1.1",NA,NA,NA
"523","SH",2009-09-27,"Grüne","41113.012.2009.1.1",NA,NA,NA
"524","SH",2009-09-27,"Linke","41223.012.2009.1.1",NA,NA,NA
"525","SH",2009-09-27,"SSW","41902.012.2009.1.1",NA,NA,NA
"526","NW",2010-05-09,"CDU","41521.010.2010.1.1",NA,NA,NA
"527","NW",2010-05-09,"SPD","41320.010.2010.1.1",NA,NA,NA
"528","NW",2010-05-09,"Grüne","41113.010.2010.1.1",NA,NA,NA
"529","NW",2010-05-09,"FDP","41420.010.2010.1.1",NA,NA,NA
"530","NW",2010-05-09,"Linke","41223.010.2010.1.1",NA,NA,NA
"531","HH",2011-02-20,"SPD","41320.007.2011.1.1",NA,NA,NA
"532","HH",2011-02-20,"CDU","41521.007.2011.1.1",NA,NA,NA
"533","HH",2011-02-20,"Grüne","41113.007.2011.1.1",NA,NA,NA
"534","HH",2011-02-20,"FDP","41420.007.2011.1.1",NA,NA,NA
"535","HH",2011-02-20,"Linke","41223.007.2011.1.1",NA,NA,NA
"536","ST",2011-03-20,"CDU","41521.015.2011.1.1",NA,NA,NA
"537","ST",2011-03-20,"Linke","41223.015.2011.1.1",NA,NA,NA
"538","ST",2011-03-20,"SPD","41320.015.2011.1.1",NA,NA,NA
"539","ST",2011-03-20,"Grüne","41113.015.2011.1.1",NA,NA,NA
"540","ST",2011-03-20,"FDP","41420.015.2011.1.1",NA,NA,NA
"541","BW",2011-03-27,"CDU","41521.003.2011.1.1",NA,NA,NA
"542","BW",2011-03-27,"Grüne","41113.003.2011.1.1",NA,NA,NA
"543","BW",2011-03-27,"SPD","41320.003.2011.1.1",NA,NA,NA
"544","BW",2011-03-27,"FDP","41420.003.2011.1.1",NA,NA,NA
"545","BW",2011-03-27,"Linke","41223.003.2011.1.1",NA,NA,NA
"546","RP",2011-03-27,"SPD","41320.011.2011.1.1",NA,NA,NA
"547","RP",2011-03-27,"CDU","41521.011.2011.1.1",NA,NA,NA
"548","RP",2011-03-27,"Grüne","41113.011.2011.1.1",NA,NA,NA
"549","RP",2011-03-27,"FDP","41420.011.2011.1.1",NA,NA,NA
"550","RP",2011-03-27,"Linke","41223.011.2011.1.1",NA,NA,NA
"551","HB",2011-05-22,"SPD","41320.005.2011.1.1",NA,NA,NA
"552","HB",2011-05-22,"Grüne","41113.005.2011.1.1",NA,NA,NA
"553","HB",2011-05-22,"CDU","41521.005.2011.1.1",NA,NA,NA
"554","HB",2011-05-22,"Linke","41223.005.2011.1.1",NA,NA,NA
"555","HB",2011-05-22,"BIW","41705.005.2011.1.1",NA,NA,NA
"556","HB",2011-05-22,"FDP","41420.005.2011.1.1",NA,NA,NA
"557","MV",2011-09-04,"SPD","41320.008.2011.1.1",NA,NA,NA
"558","MV",2011-09-04,"CDU","41521.008.2011.1.1",NA,NA,NA
"559","MV",2011-09-04,"Linke","41223.008.2011.1.1",NA,NA,NA
"560","MV",2011-09-04,"Grüne","41113.008.2011.1.1",NA,NA,NA
"561","MV",2011-09-04,"FDP","41420.008.2011.1.1",NA,NA,NA
"562","BE",2011-09-18,"SPD","41320.002.2011.1.1",NA,NA,NA
"563","BE",2011-09-18,"CDU","41521.002.2011.1.1","41521.002.2011.1.2",NA,NA
"564","BE",2011-09-18,"Grüne","41113.002.2011.1.1","41113.002.2011.1.2",NA,NA
"565","BE",2011-09-18,"Linke","41223.002.2011.1.1",NA,NA,NA
"566","BE",2011-09-18,"Piraten","41950.002.2011.1.1",NA,NA,NA
"567","BE",2011-09-18,"FDP","41420.002.2011.1.1","41420.002.2011.1.2",NA,NA
"568","SL",2012-03-25,"CDU","41521.013.2012.1.1",NA,NA,NA
"569","SL",2012-03-25,"SPD","41320.013.2012.1.1",NA,NA,NA
"570","SL",2012-03-25,"Linke","41223.013.2012.1.1",NA,NA,NA
"571","SL",2012-03-25,"Piraten","41950.013.2012.1.1",NA,NA,NA
"572","SL",2012-03-25,"Grüne","41113.013.2012.1.1",NA,NA,NA
"573","SL",2012-03-25,"FDP","41420.013.2012.1.1",NA,NA,NA
"574","SH",2012-05-06,"CDU","41521.012.2012.1.1",NA,NA,NA
"575","SH",2012-05-06,"SPD","41320.012.2012.1.1",NA,NA,NA
"576","SH",2012-05-06,"Grüne","41113.012.2012.1.1",NA,NA,NA
"577","SH",2012-05-06,"FDP","41420.012.2012.1.1",NA,NA,NA
"578","SH",2012-05-06,"Piraten","41950.012.2012.1.1",NA,NA,NA
"579","SH",2012-05-06,"SSW","41902.012.2012.1.1",NA,NA,NA
"580","SH",2012-05-06,"Linke","41223.012.2012.1.1",NA,NA,NA
"581","NW",2012-05-13,"SPD","41320.010.2012.1.1",NA,NA,NA
"582","NW",2012-05-13,"CDU","41521.010.2012.1.1",NA,NA,NA
"583","NW",2012-05-13,"Grüne","41113.010.2012.1.1",NA,NA,NA
"584","NW",2012-05-13,"FDP","41420.010.2012.1.1",NA,NA,NA
"585","NW",2012-05-13,"Piraten","41950.010.2012.1.1",NA,NA,NA
"586","NW",2012-05-13,"Linke","41223.010.2012.1.1",NA,NA,NA
"587","NI",2013-01-20,"CDU","41521.009.2013.1.1",NA,NA,NA
"588","NI",2013-01-20,"SPD","41320.009.2013.1.1",NA,NA,NA
"589","NI",2013-01-20,"Grüne","41113.009.2013.1.1",NA,NA,NA
"590","NI",2013-01-20,"FDP","41420.009.2013.1.1",NA,NA,NA
"591","NI",2013-01-20,"Linke","41223.009.2013.1.1",NA,NA,NA
"592","NI",2013-01-20,"Piraten","41950.009.2013.1.1",NA,NA,NA
"593","BY",2013-09-15,"Grüne","41113.004.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/gruene_bayern.pdf",TRUE
"594","BY",2013-09-15,"CSU","41523.004.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/csu_bayern.pdf",TRUE
"595","BY",2013-09-15,"Linke","41223.004.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linke_bayern.pdf",TRUE
"596","BY",2013-09-15,"FDP","41420.004.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fdp_bayern.pdf",TRUE
"597","BY",2013-09-15,"FW-BY","41440.004.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fw_bayern.pdf",TRUE
"598","BY",2013-09-15,"ÖDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/oedp_bayern.pdf",TRUE
"599","BY",2013-09-15,"Piraten","41950.004.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/piratenpartei_bayern.pdf",TRUE
"600","BY",2013-09-15,"Rep",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/130413_rep_by_wahlprogramm_13_v-2-2.pdf",TRUE
"601","BY",2013-09-15,"SPD","41320.004.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spd_bayern.pdf",TRUE
"602","HE",2013-09-22,"Grüne","41113.006.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/gruene_hessen_2013.pdf",TRUE
"603","HE",2013-09-22,"CDU","41521.006.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/lw_hessen_cdu.pdf",TRUE
"604","HE",2013-09-22,"Linke","41223.006.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linke_hessen_2013.pdf",TRUE
"605","HE",2013-09-22,"FDP","41420.006.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/entwurf_lw_hessen_fdp.pdf",TRUE
"606","HE",2013-09-22,"Piraten","41950.006.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/lw_hessen_piratenpartei.pdf",TRUE
"607","HE",2013-09-22,"SPD","41320.006.2013.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spd_hessen_2013.pdf",TRUE
"608","HE",2013-09-22,"AfD","41953.006.2013.1.1",NA,NA,NA
"609","HE",2013-09-22,"FW-HE","41440.006.2013.1.1",NA,NA,NA
"610","SN",2014-08-31,"Grüne","41113.014.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/gruenen-wahlprogramm-sachsen2014.pdf",TRUE
"611","SN",2014-08-31,"CDU","41521.014.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/cdu-wahlprogramm-sachsen2014.pdf",TRUE
"612","SN",2014-08-31,"Linke","41223.014.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linke-wahlprogramm-sachsen2014.pdf",TRUE
"613","SN",2014-08-31,"FW-SN","41440.014.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fw-wahlprogramm-sachsen2014.pdf",TRUE
"614","SN",2014-08-31,"NPD","41702.014.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/npd-wahlprogramm-sachsen2014.pdf",TRUE
"615","SN",2014-08-31,"SPD","41320.014.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spd-wahlprogramm-sachsen2014.pdf",TRUE
"616","SN",2014-08-31,"AfD","41953.014.2014.1.1",NA,NA,NA
"617","SN",2014-08-31,"FDP","41420.014.2014.1.1",NA,NA,NA
"618","BB",2014-09-14,"AfD","41953.001.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/afd-wahlprogramm-brandenburg2014.pdf",TRUE
"619","BB",2014-09-14,"Grüne","41113.001.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/gruenen-wahlprogramm-brandenburg2014.pdf",TRUE
"620","BB",2014-09-14,"FW-BB","41440.001.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/bvb-wahlprogramm-brandenburg2014.pdf",TRUE
"621","BB",2014-09-14,"CDU","41521.001.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/cdu-wahlprogramm-brandenburg2014.pdf",TRUE
"622","BB",2014-09-14,"Linke","41223.001.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linke-wahlprogramm-brandenburg2014.pdf",TRUE
"623","BB",2014-09-14,"FDP","41420.001.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fdp-wahlprogramm-brandenburg2014.pdf",TRUE
"624","BB",2014-09-14,"SPD","41320.001.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spd-wahlprogramm-brandenburg2014.pdf",TRUE
"625","BB",2014-09-14,"NPD","41702.001.2014.1.1",NA,NA,NA
"626","TH",2014-09-14,"AfD","41953.016.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/afd-wahlprogramm-thueringen2014.pdf",TRUE
"627","TH",2014-09-14,"Grüne","41113.016.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/gruenen-wahlprogramm-thueringen2014.pdf",TRUE
"628","TH",2014-09-14,"CDU","41521.016.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/cdu-wahlprogramm-thueringen2014.pdf",TRUE
"629","TH",2014-09-14,"Linke","41223.016.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linken-wahlprogramm-thueringen2014.pdf",TRUE
"630","TH",2014-09-14,"FDP","41420.016.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fdp-wahlprogramm-thueringen2014.pdf",TRUE
"631","TH",2014-09-14,"SPD","41320.016.2014.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spd-wahlprogramm-thueringen2014.pdf",TRUE
"632","TH",2014-09-14,"NPD","41702.016.2014.1.1",NA,NA,NA
"633","TH",2014-09-14,"FW-TH","41440.016.2014.1.1",NA,NA,NA
"634","HH",2015-02-15,"AfD","41953.007.2015.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/afd-wahlprogramm_buewa_2015.pdf",TRUE
"635","HH",2015-02-15,"Grüne","41113.007.2015.1.1",NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/gruene-wahlprogramm_buescha2015_web.pdf",TRUE
