"","state_gerda","state","election_date","partyname_gerda","partyname_short"
"1295","02","HH",2001-09-23,"familie","FamilienPower"
"1296","02","HH",2001-09-23,"pro_dm","Pro DM/Schill"
"1297","02","HH",2001-09-23,"pbc","BündnisC"
"1298","02","HH",2001-09-23,"rep","Rep"
"1299","02","HH",2001-09-23,"ploh","PLOH"
"1300","02","HH",2001-09-23,"fsu","Humanwirtschaft"
"1301","02","HH",2001-09-23,"appd","APPD"
"1302","02","HH",2001-09-23,"bfb_die_offensive","BFB"
"1303","02","HH",2001-09-23,"bueso","BÜSO"
"1304","02","HH",2001-09-23,"die_partei","DiePartei"
"1305","02","HH",2001-09-23,"dp","DP"
"1306","02","HH",2001-09-23,"naturgesetz","Naturgesetz"
"1307","02","HH",2001-09-23,"npd","NPD"
"1308","02","HH",2001-09-23,"odp","ÖDP"
"1309","02","HH",2001-09-23,"piraten","Piraten"
"1310","02","HH",2001-09-23,"tierschutz","Die Tierschutzpartei"
"1311","02","HH",2001-09-23,"zentrum","Zentrum"
"1312","02","HH",2004-02-29,"cdu","CDU"
"1313","02","HH",2004-02-29,"spd","SPD"
"1314","02","HH",2004-02-29,"gruene","Grüne"
"1315","02","HH",2004-02-29,"pro_dm_schill","Pro DM/Schill"
"1316","02","HH",2004-02-29,"fdp","FDP"
"1317","02","HH",2004-02-29,"regenbogen","Regenbogen"
"1318","02","HH",2004-02-29,"graue","Graue"
"1319","02","HH",2004-02-29,"offensive","PRO (Schill)"
"1320","02","HH",2004-02-29,"npd","NPD"
"1321","02","HH",2004-02-29,"pbc","BündnisC"
"1322","02","HH",2004-02-29,"frauen","DieFrauen"
"1323","02","HH",2004-02-29,"odp","ÖDP"
"1324","02","HH",2004-02-29,"buergerbund","DBB"
"1325","02","HH",2004-02-29,"soswasserturm_de","SOSwasserturm.de"
"1326","02","HH",2004-02-29,"appd","APPD"
"1327","02","HH",2004-02-29,"bfb_die_offensive","BFB"
"1328","02","HH",2004-02-29,"bueso","BÜSO"
"1329","02","HH",2004-02-29,"die_partei","DiePartei"
"1330","02","HH",2004-02-29,"dp","DP"
"1331","02","HH",2004-02-29,"fsu","Humanwirtschaft"
"1332","02","HH",2004-02-29,"linke_pds","Linke"
"1333","02","HH",2004-02-29,"naturgesetz","Naturgesetz"
"1334","02","HH",2004-02-29,"piraten","Piraten"
"1335","02","HH",2004-02-29,"rep","Rep"
"1336","02","HH",2004-02-29,"tierschutz","Die Tierschutzpartei"
"1337","02","HH",2004-02-29,"zentrum","Zentrum"
"1338","02","HH",2008-02-24,"cdu","CDU"
"1339","02","HH",2008-02-24,"spd","SPD"
"1340","02","HH",2008-02-24,"gruene","Grüne"
"1341","02","HH",2008-02-24,"linke_pds","Linke"
"1342","02","HH",2008-02-24,"fdp","FDP"
"1343","02","HH",2008-02-24,"dvu","DVU"
"1344","02","HH",2008-02-24,"kusch","Kusch"
"1345","02","HH",2008-02-24,"graue","Graue"
"1346","02","HH",2008-02-24,"die_partei","DiePartei"
"1347","02","HH",2008-02-24,"piraten","Piraten"
"1348","02","HH",2008-02-24,"agfg","AGFG"
"1349","02","HH",2008-02-24,"odp","ÖDP"
"1350","02","HH",2008-02-24,"pop","POP"
"1351","02","HH",2008-02-24,"zentrum","Zentrum"
"1352","02","HH",2008-02-24,"appd","APPD"
"1353","02","HH",2008-02-24,"bfb_die_offensive","BFB"
"1354","02","HH",2008-02-24,"bueso","BÜSO"
"1355","02","HH",2008-02-24,"dp","DP"
"1356","02","HH",2008-02-24,"fsu","Humanwirtschaft"
"1357","02","HH",2008-02-24,"naturgesetz","Naturgesetz"
"1358","02","HH",2008-02-24,"npd","NPD"
"1359","02","HH",2008-02-24,"pbc","BündnisC"
"1360","02","HH",2008-02-24,"rep","Rep"
"1361","02","HH",2008-02-24,"tierschutz","Die Tierschutzpartei"
"1362","02","HH",2011-02-20,"spd","SPD"
"1363","02","HH",2011-02-20,"cdu","CDU"
"1364","02","HH",2011-02-20,"gruene","Grüne"
"1365","02","HH",2011-02-20,"fdp","FDP"
"1366","02","HH",2011-02-20,"linke_pds","Linke"
"1367","02","HH",2011-02-20,"piraten","Piraten"
"1368","02","HH",2011-02-20,"npd","NPD"
"1369","02","HH",2011-02-20,"die_partei","DiePartei"
"1370","02","HH",2011-02-20,"freie_wahler","FW-HH"
"1371","02","HH",2011-02-20,"rentner","Rentner"
"1372","02","HH",2011-02-20,"odp","ÖDP"
"1373","02","HH",2011-02-20,"bue_mi","Bümi"
"1374","02","HH",2011-02-20,"big_hamburg","BIG"
"1375","02","HH",2015-02-15,"spd","SPD"
"1376","02","HH",2015-02-15,"cdu","CDU"
"1377","02","HH",2015-02-15,"gruene","Grüne"
"1378","02","HH",2015-02-15,"linke_pds","Linke"
"1379","02","HH",2015-02-15,"fdp","FDP"
"1380","02","HH",2015-02-15,"afd","AfD"
"1381","02","HH",2015-02-15,"piraten","Piraten"
"1382","02","HH",2015-02-15,"die_partei","DiePartei"
"1383","02","HH",2015-02-15,"liberale","Sozialliberale"
"1384","02","HH",2015-02-15,"odp","ÖDP"
"1385","02","HH",2015-02-15,"npd","NPD"
"1386","02","HH",2015-02-15,"rentner","Rentner"
"1387","02","HH",2015-02-15,"hhbl","HHBL"
"1388","02","HH",2020-02-23,"spd","SPD"
"1389","02","HH",2020-02-23,"gruene","Grüne"
"1390","02","HH",2020-02-23,"cdu","CDU"
"1391","02","HH",2020-02-23,"linke_pds","Linke"
"1392","02","HH",2020-02-23,"fdp","FDP"
"1393","02","HH",2020-02-23,"afd","AfD"
"1394","02","HH",2020-02-23,"odp","ÖDP"
"1395","02","HH",2020-02-23,"volt_hamburg","Volt"
"1396","02","HH",2020-02-23,"piraten","Piraten"
"1397","02","HH",2020-02-23,"freie_wahler","FW-HH"
"1398","02","HH",2025-03-02,"spd","SPD"
"1399","02","HH",2025-03-02,"cdu","CDU"
"1400","02","HH",2025-03-02,"gruene","Grüne"
"1401","02","HH",2025-03-02,"linke_pds","Linke"
"1402","02","HH",2025-03-02,"afd","AfD"
"1403","02","HH",2025-03-02,"volt","Volt"
"1404","02","HH",2025-03-02,"fdp","FDP"
"1405","02","HH",2025-03-02,"bsw","BSW"
"1406","02","HH",2025-03-02,"dava_hamburg","DAVA"
"1407","02","HH",2025-03-02,"tierschutz","Die Tierschutzpartei"
"1408","02","HH",2025-03-02,"die_partei","DiePartei"
"1409","02","HH",2025-03-02,"freie_wahler","FW-HH"
"1410","02","HH",2025-03-02,"diewahl_wfg","WFG"
"1411","02","HH",2025-03-02,"odp","ÖDP"
"1412","02","HH",2025-03-02,"bundnis_deutschland","BD"
"1413","02","HH",2025-03-02,"npd","NPD (2023)"
"1414","13","MV",1990-10-14,"cdu","CDU"
"1415","13","MV",1990-10-14,"spd","SPD"
"1416","13","MV",1990-10-14,"linke_pds","Linke"
"1417","13","MV",1990-10-14,"fdp","FDP"
"1418","13","MV",1990-10-14,"gruene","Grüne"
"1419","13","MV",1990-10-14,"forum","Forum"
"1420","13","MV",1990-10-14,"b90","Bü90"
"1421","13","MV",1990-10-14,"csu","CSU-MV"
"1422","13","MV",1990-10-14,"rep","Rep"
"1423","13","MV",1990-10-14,"dsu","DSU"
"1424","13","MV",1990-10-14,"dbu","DBU"
"1425","13","MV",1990-10-14,"lvp","LVP"
"1426","13","MV",1990-10-14,"npd","NPD"
"1427","13","MV",1990-10-14,"graue","Graue"
"1428","13","MV",1990-10-14,"fabu","FaBU"
"1429","13","MV",1994-10-16,"cdu","CDU"
"1430","13","MV",1994-10-16,"spd","SPD"
"1431","13","MV",1994-10-16,"linke_pds","Linke"
"1432","13","MV",1994-10-16,"fdp","FDP"
"1433","13","MV",1994-10-16,"gruene","Grüne"
"1434","13","MV",1994-10-16,"rep","Rep"
"1435","13","MV",1994-10-16,"pass","PASS"
"1436","13","MV",1994-10-16,"graue","Graue"
"1437","13","MV",1994-10-16,"natur","Naturgesetz"
"1438","13","MV",1994-10-16,"bumv","BUMV"
"1439","13","MV",1994-10-16,"npd","NPD"
"1440","13","MV",1994-10-16,"norddt","NorddeutscheBauern"
"1441","13","MV",1994-10-16,"pbc","BündnisC"
"1442","13","MV",1998-09-27,"spd","SPD"
"1443","13","MV",1998-09-27,"cdu","CDU"
"1444","13","MV",1998-09-27,"linke_pds","Linke"
"1445","13","MV",1998-09-27,"dvu","DVU"
"1446","13","MV",1998-09-27,"gruene","Grüne"
"1447","13","MV",1998-09-27,"fdp","FDP"
"1448","13","MV",1998-09-27,"pro_dm","Pro DM/Schill"
"1449","13","MV",1998-09-27,"npd","NPD"
"1450","13","MV",1998-09-27,"rep","Rep"
"1451","13","MV",1998-09-27,"ab_2000","AB 2000"
"1452","13","MV",1998-09-27,"graue","Graue"
"1453","13","MV",1998-09-27,"bfb","BFB"
"1454","13","MV",1998-09-27,"pbc","BündnisC"
"1455","13","MV",2002-09-22,"spd","SPD"
"1456","13","MV",2002-09-22,"cdu","CDU"
"1457","13","MV",2002-09-22,"linke_pds","Linke"
"1458","13","MV",2002-09-22,"fdp","FDP"
"1459","13","MV",2002-09-22,"gruene","Grüne"
"1460","13","MV",2002-09-22,"schill","PRO (Schill)"
"1461","13","MV",2002-09-22,"npd","NPD"
"1462","13","MV",2002-09-22,"spasspartei","Spasspartei"
"1463","13","MV",2002-09-22,"bmv","FW-MV"
"1464","13","MV",2002-09-22,"rep","Rep"
"1465","13","MV",2002-09-22,"graue","Graue"
"1466","13","MV",2002-09-22,"v_p_m_v","VPMV"
"1467","13","MV",2002-09-22,"pbc","BündnisC"
"1468","13","MV",2002-09-22,"slp","SLP"
"1469","13","MV",2006-09-17,"spd","SPD"
"1470","13","MV",2006-09-17,"cdu","CDU"
"1471","13","MV",2006-09-17,"linke_pds","Linke"
"1472","13","MV",2006-09-17,"fdp","FDP"
"1473","13","MV",2006-09-17,"npd","NPD"
"1474","13","MV",2006-09-17,"gruene","Grüne"
"1475","13","MV",2006-09-17,"familie","Familie"
"1476","13","MV",2006-09-17,"graue","Graue"
"1477","13","MV",2006-09-17,"wasg","WASG"
"1478","13","MV",2006-09-17,"buendnis_fuer_m_v","FW-MV"
"1479","13","MV",2006-09-17,"deutschland","AbJetzt"
"1480","13","MV",2006-09-17,"pbc","BündnisC"
"1481","13","MV",2006-09-17,"agfg","AGFG"
"1482","13","MV",2006-09-17,"ab","ABSG"
"1483","13","MV",2006-09-17,"apd","APD"
"1484","13","MV",2006-09-17,"offensive_d","PRO (Schill)"
"1485","13","MV",2011-09-04,"spd","SPD"
"1486","13","MV",2011-09-04,"cdu","CDU"
"1487","13","MV",2011-09-04,"linke_pds","Linke"
"1488","13","MV",2011-09-04,"gruene","Grüne"
"1489","13","MV",2011-09-04,"npd","NPD"
"1490","13","MV",2011-09-04,"fdp","FDP"
"1491","13","MV",2011-09-04,"piraten","Piraten"
"1492","13","MV",2011-09-04,"familie","Familie"
"1493","13","MV",2011-09-04,"freie_wahler","FW-MV"
"1494","13","MV",2011-09-04,"die_partei","DiePartei"
"1495","13","MV",2011-09-04,"ab","ABSG"
"1496","13","MV",2011-09-04,"auf","AUF"
"1497","13","MV",2011-09-04,"apd","APD"
"1498","13","MV",2011-09-04,"pbc","BündnisC"
"1499","13","MV",2011-09-04,"odp","ÖDP"
"1500","13","MV",2011-09-04,"rep","Rep"
"1501","13","MV",2016-09-04,"spd","SPD"
"1502","13","MV",2016-09-04,"afd","AfD"
"1503","13","MV",2016-09-04,"cdu","CDU"
"1504","13","MV",2016-09-04,"linke_pds","Linke"
"1505","13","MV",2016-09-04,"gruene","Grüne"
"1506","13","MV",2016-09-04,"fdp","FDP"
"1507","13","MV",2016-09-04,"npd","NPD"
"1508","13","MV",2016-09-04,"tierschutz","Die Tierschutzpartei"
"1509","13","MV",2016-09-04,"freier_horizont","FH"
"1510","13","MV",2016-09-04,"die_partei","DiePartei"
"1511","13","MV",2016-09-04,"freie_wahler","FW-MV"
"1512","13","MV",2016-09-04,"piraten","Piraten"
"1513","13","MV",2016-09-04,"dkp","DKP"
"1514","13","MV",2016-09-04,"bundnis_c","BündnisC"
"1515","13","MV",2021-09-26,"spd","SPD"
"1516","13","MV",2021-09-26,"afd","AfD"
"1517","13","MV",2021-09-26,"cdu","CDU"
"1518","13","MV",2021-09-26,"linke_pds","Linke"
"1519","13","MV",2021-09-26,"gruene","Grüne"
"1520","13","MV",2021-09-26,"fdp","FDP"
"1521","13","MV",2021-09-26,"diebasis","dieBasis"
"1522","13","MV",2021-09-26,"tierschutz","Die Tierschutzpartei"
"1523","13","MV",2021-09-26,"freie_wahler","FW-MV"
"1524","13","MV",2021-09-26,"npd","NPD"
"1525","13","MV",2021-09-26,"die_partei","DiePartei"
"1526","13","MV",2021-09-26,"tierschutz_hier","TIERSCHUTZliste"
"1527","13","MV",2021-09-26,"piraten","Piraten"
"1528","13","MV",2021-09-26,"freier_horizont","FH"
"1529","13","MV",2021-09-26,"unabhangige","UfBD"
"1530","13","MV",2021-09-26,"gesundheitsforschung","Gesundheitsforschung"
"1531","13","MV",2021-09-26,"team_todenhofer","Todenhöfer"
"1532","13","MV",2021-09-26,"die_humanisten","Die Humanisten"
"1533","13","MV",2021-09-26,"odp","ÖDP"
"1534","13","MV",2021-09-26,"bundnis_c","BündnisC"
"1535","13","MV",2021-09-26,"dkp","DKP"
"1536","13","MV",2021-09-26,"dib","DIB"
"1537","13","MV",2021-09-26,"fpa","FPA"
"1538","13","MV",2021-09-26,"lkr","LKR"
"1539","03","NI",1974-06-09,"cdu","CDU"
"1540","03","NI",1974-06-09,"spd","SPD"
"1541","03","NI",1974-06-09,"fdp","FDP"
"1542","03","NI",1978-06-04,"cdu","CDU"
"1543","03","NI",1978-06-04,"spd","SPD"
"1544","03","NI",1978-06-04,"fdp","FDP"
"1545","03","NI",1982-03-21,"cdu","CDU"
"1546","03","NI",1982-03-21,"spd","SPD"
"1547","03","NI",1982-03-21,"gruene","Grüne"
"1548","03","NI",1982-03-21,"fdp","FDP"
"1549","03","NI",1986-06-15,"cdu","CDU"
"1550","03","NI",1986-06-15,"spd","SPD"
"1551","03","NI",1986-06-15,"gruene","Grüne"
"1552","03","NI",1986-06-15,"fdp","FDP"
"1553","03","NI",1990-05-13,"spd","SPD"
"1554","03","NI",1990-05-13,"cdu","CDU"
"1555","03","NI",1990-05-13,"fdp","FDP"
"1556","03","NI",1990-05-13,"gruene","Grüne"
"1557","03","NI",1990-05-13,"odp","ÖDP"
"1558","03","NI",1994-03-13,"spd","SPD"
"1559","03","NI",1994-03-13,"cdu","CDU"
"1560","03","NI",1994-03-13,"gruene","Grüne"
"1561","03","NI",1994-03-13,"fdp","FDP"
"1562","03","NI",1994-03-13,"odp","ÖDP"
"1563","03","NI",1998-03-01,"spd","SPD"
"1564","03","NI",1998-03-01,"cdu","CDU"
"1565","03","NI",1998-03-01,"gruene","Grüne"
"1566","03","NI",1998-03-01,"fdp","FDP"
"1567","03","NI",1998-03-01,"rep","Rep"
"1568","03","NI",1998-03-01,"statt_partei","STATT"
"1569","03","NI",1998-03-01,"dkp","DKP"
"1570","03","NI",1998-03-01,"pbc","BündnisC"
"1571","03","NI",1998-03-01,"die_frauen","DieFrauen"
"1572","03","NI",1998-03-01,"dp","DP"
"1573","03","NI",1998-03-01,"odp","ÖDP"
"1574","03","NI",2003-02-02,"cdu","CDU"
"1575","03","NI",2003-02-02,"spd","SPD"
"1576","03","NI",2003-02-02,"fdp","FDP"
"1577","03","NI",2003-02-02,"gruene","Grüne"
"1578","03","NI",2003-02-02,"schill","PRO (Schill)"
"1579","03","NI",2003-02-02,"linke_pds","Linke"
"1580","03","NI",2003-02-02,"rep","Rep"
"1581","03","NI",2003-02-02,"graue","Graue"
"1582","03","NI",2003-02-02,"pbc","BündnisC"
"1583","03","NI",2003-02-02,"odp","ÖDP"
"1584","03","NI",2008-01-27,"cdu","CDU"
"1585","03","NI",2008-01-27,"spd","SPD"
"1586","03","NI",2008-01-27,"fdp","FDP"
"1587","03","NI",2008-01-27,"gruene","Grüne"
"1588","03","NI",2008-01-27,"linke_pds","Linke"
"1589","03","NI",2008-01-27,"npd","NPD"
"1590","03","NI",2008-01-27,"freie_wahler","FW-NI"
"1591","03","NI",2008-01-27,"tierschutz","Die Tierschutzpartei"
"1592","03","NI",2008-01-27,"familie","Familie"
"1593","03","NI",2008-01-27,"die_friesen","Friesen"
"1594","03","NI",2008-01-27,"graue","Graue"
"1595","03","NI",2008-01-27,"pbc","BündnisC"
"1596","03","NI",2008-01-27,"volksabstimmung","AbJetzt"
"1597","03","NI",2008-01-27,"odp","ÖDP"
"1598","03","NI",2013-01-20,"cdu","CDU"
"1599","03","NI",2013-01-20,"spd","SPD"
"1600","03","NI",2013-01-20,"gruene","Grüne"
"1601","03","NI",2013-01-20,"fdp","FDP"
"1602","03","NI",2013-01-20,"linke_pds","Linke"
"1603","03","NI",2013-01-20,"piraten","Piraten"
"1604","03","NI",2013-01-20,"freie_wahler","FW-NI"
"1605","03","NI",2013-01-20,"npd","NPD"
"1606","03","NI",2013-01-20,"die_freiheit","DieFreiheit"
"1607","03","NI",2013-01-20,"pbc","BündnisC"
"1608","03","NI",2013-01-20,"rentner","Bündnis21/RRP"
"1609","03","NI",2017-10-15,"spd","SPD"
"1610","03","NI",2017-10-15,"cdu","CDU"
"1611","03","NI",2017-10-15,"gruene","Grüne"
"1612","03","NI",2017-10-15,"fdp","FDP"
"1613","03","NI",2017-10-15,"afd","AfD"
"1614","03","NI",2017-10-15,"linke_pds","Linke"
"1615","03","NI",2017-10-15,"tierschutz","Die Tierschutzpartei"
"1616","03","NI",2017-10-15,"die_partei","DiePartei"
"1617","03","NI",2017-10-15,"freie_wahler","FW-NI"
"1618","03","NI",2017-10-15,"piraten","Piraten"
"1619","03","NI",2017-10-15,"buendnis_grundeinkommen","BGE"
"1620","03","NI",2017-10-15,"dm","DMitte (2016)"
"1621","03","NI",2017-10-15,"v_partei3","VPartei3"
"1622","03","NI",2017-10-15,"odp","ÖDP"
"1623","03","NI",2017-10-15,"lkr","LKR"
"1624","03","NI",2022-10-09,"spd","SPD"
"1625","03","NI",2022-10-09,"cdu","CDU"
"1626","03","NI",2022-10-09,"gruene","Grüne"
"1627","03","NI",2022-10-09,"afd","AfD"
"1628","03","NI",2022-10-09,"fdp","FDP"
"1629","03","NI",2022-10-09,"linke_pds","Linke"
"1630","03","NI",2022-10-09,"tierschutz","Die Tierschutzpartei"
"1631","03","NI",2022-10-09,"diebasis","dieBasis"
"1632","03","NI",2022-10-09,"die_partei","DiePartei"
"1633","03","NI",2022-10-09,"freie_wahler","FW-NI"
"1634","03","NI",2022-10-09,"volt","Volt"
"1635","03","NI",2022-10-09,"piraten","Piraten"
"1636","03","NI",2022-10-09,"gesundheitsforschung","Gesundheitsforschung"
"1637","03","NI",2022-10-09,"die_humanisten","Die Humanisten"
"1638","05","NW",1947-04-20,"cdu","CDU"
"1639","05","NW",1947-04-20,"dp","DP"
"1640","05","NW",1947-04-20,"drp","DRP"
"1641","05","NW",1947-04-20,"fdp","FDP"
"1642","05","NW",1947-04-20,"fsu","Humanwirtschaft"
"1643","05","NW",1947-04-20,"kpd","KPD (1919)"
"1644","05","NW",1947-04-20,"npd","NPD"
"1645","05","NW",1947-04-20,"rwvp","RWVP"
"1646","05","NW",1947-04-20,"spd","SPD"
"1647","05","NW",1947-04-20,"zentrum","Zentrum"
"1648","05","NW",1950-06-18,"cdu","CDU"
"1649","05","NW",1950-06-18,"spd","SPD"
"1650","05","NW",1950-06-18,"fdp","FDP"
"1651","05","NW",1950-06-18,"zentrum","Zentrum"
"1652","05","NW",1950-06-18,"kpd","KPD (1919)"
"1653","05","NW",1950-06-18,"rsf","Humanwirtschaft"
"1654","05","NW",1950-06-18,"drp","DRP"
"1655","05","NW",1950-06-18,"dp","DP"
"1656","05","NW",1950-06-18,"srp","SRP"
"1657","05","NW",1950-06-18,"csab","CSAB"
"1658","05","NW",1950-06-18,"npd","NPD"
"1659","05","NW",1954-06-27,"cdu","CDU"
"1660","05","NW",1954-06-27,"spd","SPD"
"1661","05","NW",1954-06-27,"fdp","FDP"
"1662","05","NW",1954-06-27,"bhe","GB/BHE"
"1663","05","NW",1954-06-27,"zentrum","Zentrum"
"1664","05","NW",1954-06-27,"kpd","KPD (1919)"
"1665","05","NW",1954-06-27,"bdd","BDD"
"1666","05","NW",1954-06-27,"dp","DP"
"1667","05","NW",1954-06-27,"fsu","Humanwirtschaft"
"1668","05","NW",1954-06-27,"npd","NPD"
"1669","05","NW",1958-07-06,"cdu","CDU"
"1670","05","NW",1958-07-06,"spd","SPD"
"1671","05","NW",1958-07-06,"fdp","FDP"
"1672","05","NW",1958-07-06,"dp","DP"
"1673","05","NW",1958-07-06,"zentrum","Zentrum"
"1674","05","NW",1958-07-06,"drp","DRP"
"1675","05","NW",1958-07-06,"dsu","DeutschSU"
"1676","05","NW",1958-07-06,"dg","DG"
"1677","05","NW",1958-07-06,"bdd","BDD"
"1678","05","NW",1958-07-06,"fsu","Humanwirtschaft"
"1679","05","NW",1958-07-06,"npd","NPD"
"1680","05","NW",1962-07-08,"cdu","CDU"
"1681","05","NW",1962-07-08,"spd","SPD"
"1682","05","NW",1962-07-08,"fdp","FDP"
"1683","05","NW",1962-07-08,"dfu","DFU"
"1684","05","NW",1962-07-08,"zentrum","Zentrum"
"1685","05","NW",1962-07-08,"gdp","GDP"
"1686","05","NW",1962-07-08,"dg","DG"
"1687","05","NW",1962-07-08,"uap","UAP"
"1688","05","NW",1962-07-08,"dp","DP"
"1689","05","NW",1962-07-08,"fsu","Humanwirtschaft"
"1690","05","NW",1962-07-08,"npd","NPD"
"1691","05","NW",1966-07-10,"spd","SPD"
"1692","05","NW",1966-07-10,"cdu","CDU"
"1693","05","NW",1966-07-10,"fdp","FDP"
"1694","05","NW",1966-07-10,"zentrum","Zentrum"
"1695","05","NW",1966-07-10,"fsu","Humanwirtschaft"
"1696","05","NW",1966-07-10,"uap","UAP"
"1697","05","NW",1966-07-10,"dp","DP"
"1698","05","NW",1966-07-10,"npd","NPD"
"1699","05","NW",1970-06-14,"spd","SPD"
"1700","05","NW",1970-06-14,"cdu","CDU"
"1701","05","NW",1970-06-14,"fdp","FDP"
"1702","05","NW",1970-06-14,"npd","NPD"
"1703","05","NW",1970-06-14,"dkp","DKP"
"1704","05","NW",1970-06-14,"zentrum","Zentrum"
"1705","05","NW",1970-06-14,"uap","UAP"
"1706","05","NW",1970-06-14,"dp","DP"
"1707","05","NW",1970-06-14,"fsu","Humanwirtschaft"
"1708","05","NW",1975-05-04,"cdu","CDU"
"1709","05","NW",1975-05-04,"spd","SPD"
"1710","05","NW",1975-05-04,"fdp","FDP"
"1711","05","NW",1980-05-11,"spd","SPD"
"1712","05","NW",1980-05-11,"cdu","CDU"
"1713","05","NW",1980-05-11,"fdp","FDP"
"1714","05","NW",1980-05-11,"gruene","Grüne"
"1715","05","NW",1985-05-12,"spd","SPD"
"1716","05","NW",1985-05-12,"cdu","CDU"
"1717","05","NW",1985-05-12,"fdp","FDP"
"1718","05","NW",1985-05-12,"gruene","Grüne"
"1719","05","NW",1990-05-13,"spd","SPD"
"1720","05","NW",1990-05-13,"cdu","CDU"
"1721","05","NW",1990-05-13,"fdp","FDP"
"1722","05","NW",1990-05-13,"gruene","Grüne"
"1723","05","NW",1990-05-13,"rep","Rep"
"1724","05","NW",1995-05-14,"spd","SPD"
"1725","05","NW",1995-05-14,"cdu","CDU"
"1726","05","NW",1995-05-14,"gruene","Grüne"
"1727","05","NW",1995-05-14,"fdp","FDP"
"1728","05","NW",1995-05-14,"rep","Rep"
"1729","05","NW",2000-05-14,"spd","SPD"
"1730","05","NW",2000-05-14,"cdu","CDU"
"1731","05","NW",2000-05-14,"fdp","FDP"
"1732","05","NW",2000-05-14,"gruene","Grüne"
"1733","05","NW",2000-05-14,"rep","Rep"
"1734","05","NW",2000-05-14,"linke_pds","Linke"
"1735","05","NW",2005-05-22,"cdu","CDU"
"1736","05","NW",2005-05-22,"spd","SPD"
"1737","05","NW",2005-05-22,"gruene","Grüne"
"1738","05","NW",2005-05-22,"fdp","FDP"
"1739","05","NW",2005-05-22,"linke_pds","Linke"
"1740","05","NW",2005-05-22,"rep","Rep"
"1741","05","NW",2010-05-09,"cdu","CDU"
"1742","05","NW",2010-05-09,"spd","SPD"
"1743","05","NW",2010-05-09,"gruene","Grüne"
"1744","05","NW",2010-05-09,"fdp","FDP"
"1745","05","NW",2010-05-09,"linke_pds","Linke"
"1746","05","NW",2010-05-09,"piraten","Piraten"
"1747","05","NW",2010-05-09,"pro_deutschland","proNRW"
"1748","05","NW",2010-05-09,"npd","NPD"
"1749","05","NW",2010-05-09,"tierschutz","Die Tierschutzpartei"
"1750","05","NW",2010-05-09,"rentner","Rentner"
"1751","05","NW",2010-05-09,"familie","Familie"
"1752","05","NW",2010-05-09,"rep","Rep"
"1753","05","NW",2010-05-09,"big","BIG"
"1754","05","NW",2010-05-09,"pbc","BündnisC"
"1755","05","NW",2010-05-09,"die_partei","DiePartei"
"1756","05","NW",2010-05-09,"volksabstimmung","AbJetzt"
"1757","05","NW",2010-05-09,"odp","ÖDP"
"1758","05","NW",2010-05-09,"fbi_fwg","FBI/Freie Wähler"
"1759","05","NW",2010-05-09,"zentrum","Zentrum"
"1760","05","NW",2010-05-09,"violetten","Violetten"
"1761","05","NW",2010-05-09,"auf","AUF"
"1762","05","NW",2010-05-09,"bueso","BÜSO"
"1763","05","NW",2010-05-09,"freie_union","FU"
"1764","05","NW",2010-05-09,"ddp","DDP (2004)"
"1765","05","NW",2010-05-09,"bgd","BGD"
"1766","05","NW",2012-05-13,"spd","SPD"
"1767","05","NW",2012-05-13,"cdu","CDU"
"1768","05","NW",2012-05-13,"gruene","Grüne"
"1769","05","NW",2012-05-13,"fdp","FDP"
"1770","05","NW",2012-05-13,"piraten","Piraten"
"1771","05","NW",2012-05-13,"linke_pds","Linke"
"1772","05","NW",2012-05-13,"pro_deutschland","proNRW"
"1773","05","NW",2012-05-13,"tierschutz","Die Tierschutzpartei"
"1774","05","NW",2012-05-13,"npd","NPD"
"1775","05","NW",2012-05-13,"familie","Familie"
"1776","05","NW",2012-05-13,"die_partei","DiePartei"
"1777","05","NW",2012-05-13,"freie_wahler","FW-NW"
"1778","05","NW",2012-05-13,"big","BIG"
"1779","05","NW",2012-05-13,"auf","AUF"
"1780","05","NW",2012-05-13,"fbi_fwg","FBI/Freie Wähler"
"1781","05","NW",2012-05-13,"odp","ÖDP"
"1782","05","NW",2012-05-13,"partei_der_vernunft","Vernunft"
"1783","05","NW",2017-05-14,"cdu","CDU"
"1784","05","NW",2017-05-14,"spd","SPD"
"1785","05","NW",2017-05-14,"fdp","FDP"
"1786","05","NW",2017-05-14,"afd","AfD"
"1787","05","NW",2017-05-14,"gruene","Grüne"
"1788","05","NW",2017-05-14,"linke_pds","Linke"
"1789","05","NW",2017-05-14,"piraten","Piraten"
"1790","05","NW",2017-05-14,"die_partei","DiePartei"
"1791","05","NW",2017-05-14,"freie_wahler","FW-NW"
"1792","05","NW",2017-05-14,"npd","NPD"
"1793","05","NW",2017-05-14,"big","BIG"
"1794","05","NW",2017-05-14,"odp","ÖDP"
"1795","05","NW",2017-05-14,"ad_demokraten","AD-Demokraten"
"1796","05","NW",2017-05-14,"v_partei3","VPartei3"
"1797","05","NW",2017-05-14,"aufbruch","AufbruchC"
"1798","05","NW",2017-05-14,"volksabstimmung","AbJetzt"
"1799","05","NW",2017-05-14,"mlpd","MLPD"
"1800","05","NW",2017-05-14,"violetten","Violetten"
"1801","05","NW",2017-05-14,"jed","JED"
"1802","05","NW",2017-05-14,"rep","Rep"
"1803","05","NW",2017-05-14,"verjuengungsforschung","Gesundheitsforschung"
